hospital_id,hospital_name,address,latitude,longitude,emergency_room_yn,operating_hours,hospital_status,phone,region,operating_hours_imputed
S_A1100023,의료법인청구성심병원,서울특별시 은평구 통일로 873 (갈현동),37.62079154435882,126.91955399169244,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:20 | 일 09:00~21:00 | 공휴일 09:00~13:00,운영중,02-350-3300,서울,0
S_A1100075,의료법인풍산의료재단동부제일병원,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",37.60067564592665,127.1090292210168,1,월 08:00~17:30 | 화 08:00~17:30 | 수 08:00~17:30 | 목 08:00~17:30 | 금 08:00~17:30 | 토 08:00~12:30 | 일 09:00~21:00 | 공휴일 09:00~13:00,운영중,02-437-5011,서울,0
S_A1100020,의료법인한전의료재단한일병원,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",37.64611570419094,127.02902417950423,1,월 09:00~17:30 | 화 09:00~17:30 | 수 09:00~17:30 | 목 09:00~17:30 | 금 09:00~17:30 | 토 09:00~12:30 | 일 09:00~21:00 | 공휴일 08:00~18:00,운영중,02-901-3114,서울,0
S_A1100005,이화여자대학교의과대학부속목동병원,서울특별시 양천구 안양천로 1071 (목동),37.53654282637804,126.8862159683056,1,월 08:00~17:30 | 화 08:00~17:30 | 수 08:00~17:30 | 목 08:00~17:30 | 금 08:00~17:30 | 토 09:00~12:00 | 일 10:00~18:00 | 공휴일 09:30~18:30,운영중,02-2650-5114,서울,0
S_A1120796,이화여자대학교의과대학부속서울병원,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",37.557261149,126.8362659275,1,월 08:30~17:00 | 화 08:30~17:00 | 수 08:30~17:00 | 목 08:30~17:00 | 금 08:30~17:00 | 토 08:30~12:00 | 일 10:00~18:00 | 공휴일 09:30~18:30,운영중,1522-7000,서울,0
S_A1100016,인제대학교상계백병원,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",37.6485812672986,127.06311619032103,1,월 08:30~17:00 | 화 08:30~17:00 | 수 08:30~17:00 | 목 08:30~17:00 | 금 08:30~17:00 | 토 08:30~12:00 | 일 09:30~17:00 | 공휴일 09:00~13:00,운영중,02-950-1114,서울,0
S_A1100033,인제대학교서울백병원,서울특별시 중구 마른내로 9 (저동2가),37.5650731684839,126.98884533055192,1,월 08:30~17:00 | 화 08:30~17:00 | 수 08:30~17:00 | 목 08:30~17:00 | 금 08:30~17:00 | 토 09:00~12:00 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-2270-0114,서울,0
S_A1100018,재단법인베스티안재단베스티안서울병원,"서울특별시 강남구 도곡로 429 (대치동, 베스티안병원 2층일부 제외)",37.49807126965969,127.05726710883552,1,월 09:00~18:00 | 화 09:00~18:00 | 수 09:00~18:00 | 목 09:00~18:00 | 금 09:00~18:00 | 토 09:00~13:00 | 일 09:00~15:00 | 공휴일 09:00~15:00,운영중,02-3452-7575,서울,0
S_A1122381,재단법인베스티안재단베스티안서울병원,서울특별시 성동구 왕십리로 382 (하왕십리동),37.5651102845783,127.028019796271,1,월 09:00~18:00 | 화 09:00~18:00 | 수 09:00~18:00 | 목 09:00~18:00 | 금 09:00~18:00 | 토 09:00~13:00 | 일 09:00~15:00 | 공휴일 09:00~15:00,운영중,02-3452-7575,서울,0
S_A1100009,재단법인아산사회복지재단서울아산병원,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",37.526563966361216,127.10823825113609,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 09:00~13:00 | 일 09:00~15:00 | 공휴일 09:00~15:00,운영중,02-3010-3114,서울,0
S_A1100003,중앙대학교병원,서울특별시 동작구 흑석로 102 (흑석동),37.50707428493414,126.96079378447554,1,월 08:30~16:30 | 화 08:30~16:30 | 수 08:30~16:30 | 목 08:30~16:30 | 금 08:30~16:30 | 토 08:30~12:00 | 일 09:00~14:00 | 공휴일 09:00~13:00,운영중,1800-1114,서울,0
S_A1100057,차의과학대학교강남차병원,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",37.50680002585087,127.03466865188072,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:30 | 일 08:30~12:30 | 공휴일 09:00~21:00,운영중,02-3468-3000,서울,0
S_A1117070,최원호병원,"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",37.604769594378,126.923855760856,1,월 09:00~18:00 | 화 09:00~18:00 | 수 09:00~18:00 | 목 09:00~18:00 | 금 09:00~18:00 | 토 09:00~13:00 | 일 10:00~14:00 | 공휴일 10:00~15:00,운영중,02-1588-3797,서울,0
S_A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,서울특별시 서초구 반포대로 222 (반포동),37.50180080478528,127.00472725970135,1,월 08:00~17:00 | 화 08:00~17:00 | 수 08:00~17:00 | 목 08:00~17:00 | 금 08:00~17:00 | 토 08:00~12:00 | 일 09:00~21:00 | 공휴일 09:00~13:00,운영중,0215881511,서울,0
S_A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",37.58715608002366,127.02647086385966,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:00~12:00 | 일 09:00~21:00 | 공휴일 09:00~13:00,운영중,1577-0083,서울,0
S_A1100163,한강수병원,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",37.5224047841717,126.890913736375,1,월 09:00~18:00 | 화 09:00~18:00 | 수 09:00~18:00 | 목 09:00~18:00 | 금 09:00~18:00 | 토 09:00~13:00 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-1800-7119,서울,0
S_A1100053,한국보훈복지의료공단중앙보훈병원,서울특별시 강동구 진황도로61길 53 (둔촌동),37.52822090089664,127.14671886173552,1,월 09:00~17:30 | 화 09:00~17:30 | 수 09:00~17:30 | 목 09:00~17:30 | 금 09:00~17:30 | 토 07:30~12:00 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-2225-1111,서울,0
S_A1100027,한국원자력의학원원자력병원,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",37.62881598133036,127.08269315796588,1,월 08:30~16:30 | 화 08:30~16:30 | 수 08:30~16:30 | 목 08:30~16:30 | 금 08:30~16:30 | 토 09:00~13:00 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-970-2114,서울,0
S_A1100055,한림대학교강남성심병원,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",37.4932492859,126.9086725295,1,월 08:30~16:30 | 화 08:30~16:30 | 수 08:30~16:30 | 목 08:30~16:30 | 금 08:30~16:30 | 토 08:30~12:00 | 일 10:00~15:00 | 공휴일 10:00~15:00,운영중,02-829-5114,서울,0
S_A1100038,한림대학교한강성심병원,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",37.52346674579277,126.91033000120588,1,월 09:00~16:30 | 화 09:00~16:30 | 수 09:00~16:30 | 목 09:00~16:30 | 금 09:00~16:30 | 토 08:30~12:00 | 일 10:00~15:00 | 공휴일 10:00~15:00,운영중,02-2639-5114,서울,0
S_A1100013,한양대학교병원,서울특별시 성동구 왕십리로 222-1 (사근동),37.559944533564746,127.04488284061982,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:30 | 일 09:30~13:30 | 공휴일 09:30~14:00,운영중,02-2290-8114,서울,0
S_A1100051,혜민병원,서울특별시 광진구 자양로 85 (자양동),37.535315660180416,127.08360130258502,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:20 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-2049-9000,서울,0
S_A1100019,홍익병원,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",37.52844147447355,126.8636640030062,1,월 09:00~18:00 | 화 09:00~17:00 | 수 09:00~17:00 | 목 09:00~17:00 | 금 09:00~17:00 | 토 09:00~13:00 | 일 09:00~14:00 | 공휴일 09:30~18:30,운영중,02-2693-5555,서울,0
S_A1100049,희명병원,서울특별시 금천구 시흥대로 244 (시흥동),37.45567063464179,126.90056251863876,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:30 | 일 10:00~17:00 | 공휴일 10:00~14:00,운영중,02-804-0002,서울,0
GG_8fa64ec72996,경기도의료원 수원병원,경기도 수원시 장안구 수성로245번길 69,37.2918869067,126.9963395675,0,,운영중,888-0114,경기,1
GG_e8279150f580,동수원병원,경기도 수원시 팔달구 중부대로 165,37.2781610499,127.0343321487,0,,운영중,210-0114,경기,1
GG_0651f3c9d0aa,명인의료재단 화홍병원,경기도 수원시 권선구 호매실로90번길 98,37.260132779,126.9639256053,0,,운영중,278-0119,경기,1
GG_15903e0751a7,성빈센트병원,경기도 수원시 팔달구 중부대로 93,37.2778994265,127.0274529236,0,,운영중,1577-8588,경기,1
GG_215a6b77fa8e,수원윌스기념병원,경기도 수원시 팔달구 경수대로 437,37.2653173655,127.0255465941,0,,운영중,223-2233,경기,1
GG_920b91d404bb,국군수도병원,경기도 성남시 분당구 새마을로177번길 81,37.3923730573,127.1490748546,0,,운영중,725-5114,경기,1
GG_2022d30eba3d,분당제생병원,경기도 성남시 분당구 서현로180번길 20,37.3882075823,127.1217770322,0,,운영중,779-0114,경기,1
GG_8e5a29b25eba,분당차병원,경기도 성남시 분당구 야탑로 59,37.4104664747,127.1258348309,0,,운영중,780-5000,경기,1
GG_cf7ee997cd92,성남정병원,경기도 성남시 수정구 수정로 76,37.4398522373,127.1290120515,0,,운영중,750-6000,경기,1
GG_3325e796e409,가톨릭대의정부성모병원,경기도 의정부시 천보로 271,37.7585227082,127.0779287098,0,,운영중,1661-7500,경기,1
GG_9146ff765dbc,경기도의료원 의정부병원,경기도 의정부시 흥선로 142,37.7410761753,127.0425136635,0,,운영중,828-5000,경기,1
GG_bef97ff24408,의정부을지대학교병원,경기도 의정부시 동일로 712,37.7539942635,127.0500967064,0,,운영중,1899-0001,경기,1
GG_ea49685187ff,안양샘병원,경기도 안양시 만안구 삼덕로 9,37.3928939479,126.9248195521,0,,운영중,467-9114,경기,1
GG_e5bb06aa6da8,가톨릭대부천성모병원,경기도 부천시 원미구 소사로 327,37.4873253613,126.792793699,0,,운영중,1577-0675,경기,1
GG_257dea065989,부천세종병원,경기도 부천시 소사구 호현로489번길 28,37.4810423491,126.7911902926,0,,운영중,1599-6677,경기,1
GG_6e6aa40a024f,순천향대부속부천병원,경기도 부천시 원미구 조마루로 170,37.4983685015,126.7621105079,0,,운영중,032-621-5114,경기,1
GG_277913f63381,중앙대광명병원,경기도 광명시 덕안로 110,37.4245797046,126.8859245166,0,,운영중,1811-7800,경기,1
GG_b974906101c5,박병원,경기도 평택시 송탄로 33,37.0482621367,127.0570065529,0,,운영중,666-2600,경기,1
GG_9a97380542a0,평택성모병원,경기도 평택시 평택로 284,37.0083742374,127.0743680813,0,,운영중,1800-8800,경기,1
GG_d17f9fb370c0,고려대안산병원,경기도 안산시 단원구 적금로 123,37.3177037052,126.8246661096,0,,운영중,412-5114,경기,1
GG_ce8270b2c822,대야의료재단한도병원,경기도 안산시 단원구 선부광장로 103,37.3340553037,126.8076211068,0,,운영중,8040-1572,경기,1
GG_fb19271b891a,경기도의료원 포천병원,경기도 포천시 포천로 1648,37.9030934888,127.1983489735,0,,운영중,539-9114,경기,1
GG_2ec668b538e8,일심의료재단 우리병원,경기도 포천시 소흘읍 호국로 661,37.8274877024,127.1481359819,0,,운영중,542-0222,경기,1
GG_8275bcfd1ede,세종여주병원,경기도 여주시 청심로 47,37.3013277742,127.6267042219,0,,운영중,880-7700,경기,1
GG_f58c0ffc973f,연천군보건의료원,경기도 연천군 전곡읍 은대성로 95,38.0235512237,127.0609862377,0,,운영중,839-4001,경기,1
GG_2521384b9259,양평병원,경기도 양평군 양평읍 중앙로 129,37.4939488353,127.5034843038,0,,운영중,770-5000,경기,1
GG_64ba44a237a5,강남병원,경기도 용인시 기흥구 중부대로 411,37.2736708927,127.1114435444,0,,운영중,300-0114,경기,1
GG_4b35f76a573f,용인세브란스병원,경기도 용인시 기흥구 동백죽전대로 363,37.2707754145,127.1482844761,0,,운영중,5189-8511,경기,1
GG_13cbea947d4f,메디인병원,경기도 파주시 금릉역로 190,37.7610981986,126.7667173351,0,,운영중,943-1191,경기,1
GG_2c2bc3ffd5fc,경기도의료원 안성병원,경기도 안성시 남파로 95,37.0173057984,127.260297175,0,,운영중,8046-5000,경기,1
GG_9ac44366dab6,김포우리병원,경기도 김포시 감암로 11,37.6330010089,126.7105517913,0,,운영중,999-1000,경기,1
GG_03864c962668,원광종합병원,경기도 화성시 화산북로 21,37.2100622996,127.0080299071,0,,운영중,8077-7200,경기,1
GG_5af8cdc16bbe,참조은병원,경기도 광주시 광주대로 45,37.4109140026,127.2599526938,0,,운영중,1600-9955,경기,1
GG_01e1c1290b58,아주대학교병원,경기도 수원시 영통구 월드컵로 164,37.2793432963,127.0463045226,0,,운영중,1688-6114,경기,1
GG_11c3a4a1c4f2,분당서울대병원,경기도 성남시 분당구 구미로173번길 82,37.3486126086,127.1254645616,0,,운영중,1588-3369,경기,1
GG_ae3bf0e26bc6,성남시의료원,경기도 성남시 수정구 수정로171번길 10,37.4448498671,127.1390489311,0,,운영중,738-7801,경기,1
GG_690d1aee453c,성남중앙병원,경기도 성남시 중원구 산성대로476번길 12,37.4524448785,127.1622468139,0,,운영중,1577-7986,경기,1
GG_ec5f70fe5a0a,의정부백병원,경기도 의정부시 금신로 322,37.7453057969,127.0621355806,0,,운영중,856-8111,경기,1
GG_09d511427eb3,추병원,경기도 의정부시 평화로 650,37.7497753415,127.0452071306,0,,운영중,845-7777,경기,1
GG_8227dbf279a0,한림대성심병원,경기도 안양시 동안구 관평로170번길 22,37.3916536825,126.961973707,0,,운영중,380-1500,경기,1
GG_687c00b3d81a,다니엘종합병원,경기도 부천시 원미구 중동로 361,37.5123311374,126.7694862939,0,,운영중,032-670-0001,경기,1
GG_06ce5fad0f03,광명성애병원,경기도 광명시 디지털로 36,37.4730459543,126.8722172235,0,,운영중,02-2680-7114,경기,1
GG_62c41c21b9f7,굿모닝병원,경기도 평택시 중앙로 338,36.9905649024,127.1204512355,0,,운영중,5182-7700,경기,1
GG_1a5e8664a103,박애병원,경기도 평택시 평택2로20번길 3,36.9930565731,127.0890739281,0,,운영중,652-2121,경기,1
GG_a4a017bf301f,근로복지공단안산병원,경기도 안산시 상록구 구룡로 87,37.3167670968,126.873993316,0,,운영중,500-1114,경기,1
GG_72ba65a5aa0b,명지병원,경기도 고양시 덕양구 화수로14번길 55,37.6424745722,126.8317454892,0,,운영중,810-5114,경기,1
GG_f007efb1c67a,일산차병원,경기도 고양시 일산동구 중앙로 1205,37.6541226556,126.7757402631,0,,운영중,782-8300,경기,1
GG_6cfbede15359,남양주한양병원,경기도 남양주시 오남읍 양지로 47-55,37.6823215983,127.2043260272,0,,운영중,510-0114,경기,1
GG_a1a9bb306a44,현대병원,경기도 남양주시 진접읍 장현로 52,37.7156786627,127.1796858087,0,,운영중,574-9119,경기,1
GG_c7e32306511b,센트럴병원,경기도 시흥시 공단1대로 237,37.3368704199,126.7279758655,0,,운영중,1588-9339,경기,1
GG_51bbeb58d708,원광대 산본병원,경기도 군포시 산본로 321,37.3594142404,126.933600771,0,,운영중,390-2300,경기,1
GG_87559a5ff3fe,사랑의병원,경기도 안산시 상록구 예술광장로 69,37.3269215026,126.844923301,0,,운영중,439-3000,경기,1
GG_eeb645c41b9b,플러스의료재단 단원병원,경기도 안산시 단원구 원포공원1로 20,37.3002144599,126.8132684424,0,,운영중,8040-6600,경기,1
GG_e4fbf0f6e2dc,국립암센터,경기도 고양시 일산동구 일산로 323,37.6632367324,126.783395561,0,,운영중,920-0118,경기,1
GG_9c6e7bec5f97,국민건강보험공단일산병원,경기도 고양시 일산동구 일산로 100,37.6454752678,126.7929631952,0,,운영중,1577-0013,경기,1
GG_1206748f3f20,동국대일산불교병원,경기도 고양시 일산동구 동국로 27,37.6764385211,126.805563051,0,,운영중,1577-7000,경기,1
GG_a01f2866c894,인제대일산백병원,경기도 고양시 일산서구 주화로 170,37.6742710122,126.7503817665,0,,운영중,910-7114,경기,1
GG_02310919a784,더자인병원,경기도 고양시 덕양구 중앙로 555,37.6229829943,126.8356822065,0,,운영중,1688-5533,경기,1
GG_f37bd6596124,한양대구리병원,경기도 구리시 경춘로 153,37.6011883667,127.1325173047,0,,운영중,1644-9118,경기,1
GG_c7fed1851d44,칠석의료재단 엘병원,경기도 남양주시 퇴계원읍 퇴계원로 20,37.6487786897,127.1411136554,0,,운영중,1899-3377,경기,1
GG_6104e733e224,오산한국병원,경기도 오산시 밀머리로1번길 16,37.1412846971,127.0755950189,0,,운영중,379-8300,경기,1
GG_c58f5d11bb60,시화병원,경기도 시흥시 군자천로 381,37.3499087489,126.7370103825,0,,운영중,1811-7000,경기,1
GG_e2612e3c7878,신천연합병원,경기도 시흥시 복지로 57,37.4445266056,126.789375692,0,,운영중,310-6300,경기,1
GG_4238f4dac433,지샘병원,경기도 군포시 군포로 591,37.3586407829,126.9473038902,0,,운영중,389-3000,경기,1
GG_07895b27e50c,명주병원,경기도 용인시 처인구 금령로39번길 8-6,37.2353962643,127.2010748933,0,,운영중,1522-8119,경기,1
GG_e336d0900c7f,효심의료재단용인서울병원,경기도 용인시 처인구 고림로 81,37.2403149583,127.2144834225,0,,운영중,337-0114,경기,1
GG_f068806f6944,경기도의료원 파주병원,경기도 파주시 중앙로 207,37.7550951627,126.7798200252,0,,운영중,940-9100,경기,1
GG_f23536728d23,경기도의료원 이천병원,경기도 이천시 경충대로 2742,37.2828169641,127.4332171305,0,,운영중,630-4200,경기,1
GG_bb5268190320,안성성모병원,경기도 안성시 시장길 58,37.0058059754,127.2707076272,0,,운영중,675-6007,경기,1
GG_54c318c7e91b,뉴고려병원,경기도 김포시 김포한강3로 283,37.640963919,126.660255538,0,,운영중,998-8129,경기,1
GG_185946690c53,한림대동탄성심병원,경기도 화성시 큰재봉길 7,37.2164957291,127.0799416615,0,,운영중,8086-3000,경기,1
GG_fd23176d8a70,화성중앙종합병원,경기도 화성시 향남읍 발안로 5,37.1313495282,126.9107734239,0,,운영중,352-8114,경기,1
